model,run,condition,seed,subset,n_samples,bleu,chrf,chrfpp,ref_mode,alt_ref_rows_used,source_file
mbart-fr,exp2,STRUCTURED-500,456,structured,455,74.9,84.36,83.68,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/STRUCTURED-500/seed456/test_predictions.jsonl
mbart-fr,exp2,STRUCTURED-500,456,tatoeba,1000,0.3,9.24,8.03,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/STRUCTURED-500/seed456/test_predictions.jsonl
mbart-fr,exp2,STRUCTURED-500,789,combined,1455,18.86,25.67,25.26,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/STRUCTURED-500/seed789/test_predictions.jsonl
mbart-fr,exp2,STRUCTURED-500,789,structured,455,75.41,84.41,83.89,multi,54,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/STRUCTURED-500/seed789/test_predictions.jsonl
mbart-fr,exp2,STRUCTURED-500,789,tatoeba,1000,0.33,8.92,7.82,multi,0,experiments/results/rebuttal_repaired_20260502/mbart-fr/exp2/STRUCTURED-500/seed789/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-BROKEN,combined,1455,5.76,14.28,13.72,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-BROKEN/seed123/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-BROKEN,structured,455,18.87,31.93,31.5,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-BROKEN/seed123/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-BROKEN,tatoeba,1000,0.18,9.21,8.39,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-BROKEN/seed123/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-BROKEN,combined,1455,5.36,13.49,13.11,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-BROKEN/seed42/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-BROKEN,structured,455,19.11,30.61,30.52,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-BROKEN/seed42/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-BROKEN,tatoeba,1000,0.34,8.71,8.03,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-BROKEN/seed42/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-BROKEN,combined,1455,5.58,14.11,13.59,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-BROKEN/seed456/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-BROKEN,structured,455,18.78,31.11,30.77,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-BROKEN/seed456/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-BROKEN,tatoeba,1000,0.26,9.39,8.62,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-BROKEN/seed456/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-INTACT,combined,1455,16.74,29.28,29.13,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-INTACT/seed123/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-INTACT,structured,455,96.84,98.12,98.1,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-INTACT/seed123/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-INTACT,tatoeba,1000,0.37,11.78,11.01,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-INTACT/seed123/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-INTACT,combined,1455,22.22,30.79,30.72,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-INTACT/seed42/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-INTACT,structured,455,97.14,98.65,98.65,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-INTACT/seed42/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-INTACT,tatoeba,1000,0.56,12.86,12.04,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-INTACT/seed42/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-INTACT,combined,1455,20.7,30.54,30.41,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-INTACT/seed456/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-INTACT,structured,455,92.44,96.02,95.9,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-INTACT/seed456/test_predictions.jsonl
nllb-600m,ablations,minimal_pairs,PAIRS-INTACT,tatoeba,1000,0.54,13.08,12.3,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/minimal_pairs/PAIRS-INTACT/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,BASE-ONLY,combined,1455,8.95,24.24,22.6,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/BASE-ONLY/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,BASE-ONLY,structured,455,39.43,67.69,64.39,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/BASE-ONLY/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,BASE-ONLY,tatoeba,1000,0.35,13.01,11.4,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/BASE-ONLY/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,BASE-ONLY,combined,1455,7.51,23.65,22.14,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/BASE-ONLY/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,BASE-ONLY,structured,455,37.85,67.44,64.01,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/BASE-ONLY/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,BASE-ONLY,tatoeba,1000,0.26,12.9,11.43,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/BASE-ONLY/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,BASE-ONLY,combined,1455,8.61,23.74,22.0,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/BASE-ONLY/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,BASE-ONLY,structured,455,37.89,67.47,64.19,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/BASE-ONLY/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,BASE-ONLY,tatoeba,1000,0.24,12.28,10.5,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/BASE-ONLY/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,FULL,combined,1455,16.74,29.28,29.13,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/FULL/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,FULL,structured,455,96.84,98.12,98.1,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/FULL/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,FULL,tatoeba,1000,0.37,11.78,11.01,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/FULL/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,FULL,combined,1455,22.22,30.79,30.72,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/FULL/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,FULL,structured,455,97.14,98.65,98.65,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/FULL/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,FULL,tatoeba,1000,0.56,12.86,12.04,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/FULL/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,FULL,combined,1455,20.7,30.54,30.41,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/FULL/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,FULL,structured,455,92.44,96.02,95.9,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/FULL/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,FULL,tatoeba,1000,0.54,13.08,12.3,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/FULL/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-FUTURE,combined,1455,18.54,28.23,27.81,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-FUTURE/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-FUTURE,structured,455,76.86,86.08,85.03,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-FUTURE/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-FUTURE,tatoeba,1000,0.57,12.63,11.82,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-FUTURE/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-FUTURE,combined,1455,17.26,27.45,27.05,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-FUTURE/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-FUTURE,structured,455,77.32,86.42,85.35,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-FUTURE/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-FUTURE,tatoeba,1000,0.63,12.09,11.26,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-FUTURE/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-FUTURE,combined,1455,18.75,27.95,27.65,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-FUTURE/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-FUTURE,structured,455,77.37,86.33,85.22,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-FUTURE/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-FUTURE,tatoeba,1000,0.56,12.23,11.59,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-FUTURE/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-NEGATION,combined,1455,21.12,29.73,29.46,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-NEGATION/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-NEGATION,structured,455,86.38,92.19,91.69,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-NEGATION/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-NEGATION,tatoeba,1000,0.54,12.67,11.83,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-NEGATION/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-NEGATION,combined,1455,12.39,27.5,27.04,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-NEGATION/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-NEGATION,structured,455,81.64,89.9,89.04,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-NEGATION/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-NEGATION,tatoeba,1000,0.33,12.41,11.54,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-NEGATION/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-NEGATION,combined,1455,16.86,28.48,28.19,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-NEGATION/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-NEGATION,structured,455,84.71,90.36,89.88,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-NEGATION/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-NEGATION,tatoeba,1000,0.56,12.42,11.62,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-NEGATION/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-PAST,combined,1455,20.7,28.64,28.57,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-PAST/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-PAST,structured,455,86.92,90.57,90.32,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-PAST/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-PAST,tatoeba,1000,0.58,12.35,11.64,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-PAST/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-PAST,combined,1455,19.99,28.98,28.75,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-PAST/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-PAST,structured,455,87.59,91.34,91.04,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-PAST/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-PAST,tatoeba,1000,0.52,12.61,11.72,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-PAST/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-PAST,combined,1455,20.99,29.05,28.77,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-PAST/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-PAST,structured,455,87.72,91.5,91.15,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-PAST/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-PAST,tatoeba,1000,0.62,12.38,11.46,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-PAST/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-QUESTIONS,combined,1455,20.48,29.04,28.08,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-QUESTIONS/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-QUESTIONS,structured,455,86.61,93.26,92.27,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-QUESTIONS/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-QUESTIONS,tatoeba,1000,0.23,11.29,9.62,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-QUESTIONS/seed123/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-QUESTIONS,combined,1455,20.07,28.6,27.77,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-QUESTIONS/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-QUESTIONS,structured,455,83.05,91.92,91.05,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-QUESTIONS/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-QUESTIONS,tatoeba,1000,0.19,11.59,9.93,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-QUESTIONS/seed42/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-QUESTIONS,combined,1455,20.25,29.13,28.22,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-QUESTIONS/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-QUESTIONS,structured,455,85.95,92.94,91.92,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-QUESTIONS/seed456/test_predictions.jsonl
nllb-600m,ablations,module_loo,NO-QUESTIONS,tatoeba,1000,0.27,11.8,10.17,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_loo/NO-QUESTIONS/seed456/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,BASE-1K,combined,1455,8.82,23.59,21.96,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/BASE-1K/seed123/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,BASE-1K,structured,455,39.39,67.33,64.54,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/BASE-1K/seed123/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,BASE-1K,tatoeba,1000,0.25,12.3,10.54,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/BASE-1K/seed123/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,BASE-1K,combined,1455,8.81,24.03,22.45,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/BASE-1K/seed42/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,BASE-1K,structured,455,37.84,66.29,63.37,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/BASE-1K/seed42/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,BASE-1K,tatoeba,1000,0.27,12.7,11.05,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/BASE-1K/seed42/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,BASE-1K,combined,1455,8.73,23.45,21.89,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/BASE-1K/seed456/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,BASE-1K,structured,455,39.66,68.02,64.82,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/BASE-1K/seed456/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,BASE-1K,tatoeba,1000,0.24,12.13,10.52,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/BASE-1K/seed456/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,FULL-1K,combined,1455,20.43,30.41,30.27,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/FULL-1K/seed123/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,FULL-1K,structured,455,93.3,96.28,96.07,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/FULL-1K/seed123/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,FULL-1K,tatoeba,1000,0.5,13.17,12.36,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/FULL-1K/seed123/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,FULL-1K,combined,1455,22.08,30.4,30.38,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/FULL-1K/seed42/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,FULL-1K,structured,455,93.13,96.15,95.94,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/FULL-1K/seed42/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,FULL-1K,tatoeba,1000,0.61,12.95,12.28,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/FULL-1K/seed42/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,FULL-1K,combined,1455,21.67,30.5,30.43,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/FULL-1K/seed456/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,FULL-1K,structured,455,93.06,96.03,95.8,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/FULL-1K/seed456/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,FULL-1K,tatoeba,1000,0.63,13.29,12.56,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/FULL-1K/seed456/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,NO-FUT-1K,combined,1455,15.39,27.75,27.32,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/NO-FUT-1K/seed123/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,NO-FUT-1K,structured,455,74.97,85.79,84.7,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/NO-FUT-1K/seed123/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,NO-FUT-1K,tatoeba,1000,0.51,12.74,11.96,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/NO-FUT-1K/seed123/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,NO-FUT-1K,combined,1455,17.64,28.51,28.04,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/NO-FUT-1K/seed42/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,NO-FUT-1K,structured,455,75.04,85.85,84.72,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/NO-FUT-1K/seed42/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,NO-FUT-1K,tatoeba,1000,0.59,13.33,12.48,multi,0,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/NO-FUT-1K/seed42/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,NO-FUT-1K,combined,1455,14.92,27.75,27.16,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/NO-FUT-1K/seed456/test_predictions.jsonl
nllb-600m,ablations,module_size_ctrl,NO-FUT-1K,structured,455,75.54,86.48,85.28,multi,54,experiments/results/rebuttal_repaired_20260502/nllb-600m/ablations/module_size_ctrl/NO-FUT-1K/seed456/test_predictions.jsonl
